,pmid,topic
3642,32248766,Treatment
3649,32770567,Treatment;Mechanism
3651,32381497,Diagnosis;Treatment
3654,32745211,Treatment;Diagnosis
3657,32249357,Treatment
3660,32613004,Treatment;Diagnosis
3661,32319081,Treatment
3668,32750259,Treatment
3676,32734595,Treatment;Mechanism;Diagnosis
3681,32314704,Treatment
3689,32693208,Diagnosis;Treatment
3691,32434058,Treatment;Transmission;Diagnosis;Mechanism
3693,32444382,Treatment
3694,32737967,Treatment
3712,32365191,Treatment
3714,32662690,Treatment;Diagnosis
3720,32764907,Treatment;Mechanism;Diagnosis
3724,32512263,Treatment
3730,32748515,Diagnosis;Treatment
3732,32616658,Treatment
3745,32384798,Treatment;Mechanism
3748,32324363,Treatment
3749,32753565,Treatment
3753,32505834,Treatment
3761,32695804,Treatment
3762,32634585,Treatment;Diagnosis
3771,32369222,Diagnosis;Treatment;Prevention
3774,32699182,Diagnosis;Prevention;Treatment
3778,32482977,Diagnosis;Treatment;Prevention
3780,32388326,Treatment;Mechanism
3783,32554538,Treatment;Mechanism
3786,32501427,Treatment;Mechanism
3789,32425152,Treatment
3792,32098422,Mechanism;Treatment;Diagnosis
3795,32761166,Treatment
3799,32679784,Mechanism;Treatment
3804,32316718,Prevention;Treatment
3809,32606248,Treatment;Mechanism
3812,32717854,Treatment;Mechanism
3815,32605582,Treatment;Diagnosis
3828,32619043,Diagnosis;Treatment
3831,32462717,Treatment;Mechanism
3836,32686373,Treatment;Diagnosis
3839,32234728,Treatment
3845,32363219,Treatment;Mechanism
3848,32680954,Treatment;Mechanism
3851,32733489,Treatment
3855,32567404,Mechanism;Diagnosis;Treatment
3858,32590326,Treatment;Mechanism
3862,32346677,Diagnosis;Treatment
3870,32636762,Mechanism;Treatment
3882,32360811,Diagnosis;Treatment
3892,32203970,Mechanism;Transmission;Treatment
3900,32483000,Treatment;Diagnosis
3901,32697129,Diagnosis;Treatment
3903,32567003,Treatment;Diagnosis
3906,32674834,Treatment
3907,32462663,Diagnosis;Treatment
3908,32749095,Treatment;Mechanism
3909,32654332,Treatment;Diagnosis
3915,32303509,Treatment
3917,32350235,Prevention;Treatment
3925,32454268,Treatment;Diagnosis
3929,32718020,Treatment;Mechanism
3934,32551679,Treatment;Mechanism
3941,32627059,Treatment;Mechanism
3943,32665526,Treatment;Diagnosis
3957,32676766,Treatment;Diagnosis
3961,32482077,Treatment
3963,32730899,Diagnosis;Treatment
3966,32432127,Treatment
3973,32236983,Treatment
3978,32430432,Treatment;Mechanism
3997,32554082,Diagnosis;Treatment
4007,32382776,Treatment;Mechanism
4019,32649069,Treatment
4020,32485652,Treatment;Mechanism
4021,32669322,Treatment;Diagnosis
4026,32450630,Treatment;Diagnosis
4029,32713387,Treatment
4035,32274773,Treatment;Diagnosis
4036,32567371,Prevention;Treatment
4038,32460624,Treatment;Mechanism
4039,32751194,Treatment;Mechanism
4040,32671829,Treatment
4041,32425236,Mechanism;Treatment
4047,32304146,Treatment;Mechanism
4048,32409230,Treatment
4049,32418715,Treatment;Mechanism
4055,32608329,Treatment;Mechanism
4060,32638335,Treatment
4061,32186172,Treatment
4065,32718127,Treatment;Diagnosis
4069,32696718,Treatment;Mechanism
4080,32484975,Treatment;Diagnosis
4087,32696011,Treatment;Diagnosis
4093,32324362,Treatment
4095,32620144,Treatment
4096,32668701,Treatment;Mechanism
4097,32337664,Treatment;Mechanism
4106,32758689,Treatment
4109,32424196,Diagnosis;Treatment
4112,32201449,Treatment
4120,32381478,Treatment
4123,32655582,Treatment;Mechanism
4132,32441223,Treatment;Mechanism
4135,32208493,Treatment
4137,32359090,Treatment
4143,32553907,Treatment;Diagnosis
4147,32657643,Treatment;Mechanism
4157,32739645,Mechanism;Treatment
4160,32754206,Diagnosis;Treatment
4166,32758884,Treatment;Mechanism
4168,32622723,Treatment
4173,32589899,Treatment;Diagnosis
4177,32710975,Treatment;Diagnosis
4185,32484930,Treatment
4186,32563547,Treatment;Diagnosis
4191,32586669,Diagnosis;Treatment
4201,32692877,Treatment;Diagnosis
4204,32707573,Treatment;Mechanism
4206,32656006,Treatment
4207,32766706,Treatment
4208,32719749,Prevention;Treatment;Diagnosis
4213,32294864,Treatment
4214,32627237,Mechanism;Treatment
4221,32540900,Treatment;Mechanism
4224,32363707,Treatment;Mechanism;Diagnosis
4227,32710891,Treatment;Diagnosis
4237,32328337,Treatment;Diagnosis
4239,32748244,Treatment;Diagnosis
4241,32248854,Mechanism;Treatment
4248,32657484,Treatment;Mechanism
4249,32661797,Treatment;Diagnosis
4257,32695331,Diagnosis;Mechanism;Treatment
4258,32628049,Treatment
4261,32502117,Treatment;Diagnosis;Prevention
4266,32652163,Diagnosis;Treatment
4268,32406687,Treatment;Mechanism
4271,32294812,Treatment;Diagnosis
4272,32371817,Mechanism;Treatment
4273,32707275,Treatment;Diagnosis
4274,32731331,Treatment;Mechanism
4282,32581256,Treatment;Mechanism
4285,32251618,Treatment
4296,32699894,Mechanism;Treatment
4318,32773086,Mechanism;Treatment
4320,32699345,Mechanism;Treatment
4325,32505652,Diagnosis;Treatment
4330,32488341,Treatment
4334,32425326,Treatment
4335,32609874,Treatment;Diagnosis;Mechanism
4337,32205856,Mechanism;Treatment
4343,32452889,Treatment;Diagnosis
4352,32776317,Treatment
4358,32510973,Treatment;Mechanism
4360,32704303,Diagnosis;Treatment
4368,32535078,Treatment;Mechanism
4369,32661928,Treatment;Prevention
4374,32426877,Treatment
4383,32573538,Treatment
4391,32720577,Treatment;Mechanism
4393,32377965,Treatment
4395,32725382,Treatment
4402,32273591,Treatment
4407,32604246,Mechanism;Treatment
4410,32505245,Treatment
4411,32652713,Treatment;Diagnosis
4412,32387262,Treatment
4426,32311668,Treatment;Diagnosis;Prevention
4430,32637365,Treatment;Mechanism
4433,32616599,Treatment
4439,32338347,Prevention;Diagnosis;Transmission;Treatment
4451,32420587,Treatment;Mechanism
4453,32760887,Prevention;Treatment
4461,32360710,Diagnosis;Treatment
4462,32447798,Treatment
4464,32358325,Treatment;Diagnosis
4478,32302453,Treatment
4481,32314538,Mechanism;Treatment
4486,32199468,Treatment
4487,32289216,Treatment
4492,32647055,Treatment;Prevention
4495,32247038,Treatment
4511,32437642,Diagnosis;Treatment
4512,32398804,Treatment;Mechanism
4513,32470948,Treatment;Mechanism
4517,32587094,Treatment;Mechanism
4526,32505073,Treatment;Mechanism
4527,32588061,Treatment;Diagnosis;Mechanism
4530,32583086,Mechanism;Treatment
4531,32344305,Mechanism;Treatment
4537,32739959,Treatment;Diagnosis
4538,32394467,Treatment;Mechanism
4540,32461193,Treatment;Mechanism
4542,32584441,Treatment;Mechanism;Diagnosis
4544,32418885,Treatment;Mechanism
4548,32418832,Treatment;Prevention
4549,32730512,Treatment;Mechanism
4552,32259575,Mechanism;Treatment
4554,32502522,Treatment
4555,32729248,Treatment;Mechanism
4563,32363136,Treatment;Mechanism
4565,32733842,Treatment
4567,32649070,Treatment
4569,32507608,Treatment;Mechanism;Diagnosis
4570,32072300,Treatment;Diagnosis
4576,32687406,Treatment;Mechanism
4581,32472459,Treatment
4587,32339248,Treatment
4588,32454500,Treatment
4591,32735332,Mechanism;Treatment
4592,32511971,Diagnosis;Treatment
4594,32325124,Treatment
4596,32340070,Treatment;Mechanism
4598,32506195,Treatment;Mechanism
4601,32437750,Diagnosis;Treatment
4604,32449619,Diagnosis;Treatment
4607,32671726,Treatment;Prevention
4608,32756323,Treatment;Mechanism
4613,32565226,Treatment;Diagnosis
4616,32353978,Treatment;Mechanism
4624,32475851,Treatment
4626,32686577,Treatment;Mechanism
4629,32776197,Treatment;Diagnosis
4639,32548616,Treatment
4643,32748211,Diagnosis;Treatment
4649,32617807,Treatment;Diagnosis
4650,32776770,Treatment
4653,32579984,Diagnosis;Treatment
4654,32706088,Treatment;Prevention;Mechanism;Diagnosis
4660,32498007,Treatment
4661,32675503,Treatment
4664,32203671,Treatment
4665,32738852,Treatment
4666,32220575,Diagnosis;Treatment
4669,32482926,Treatment;Mechanism;Diagnosis;Prevention
4671,32756065,Treatment
4674,32759017,Treatment;Mechanism
4675,32325016,Treatment
4677,32710937,Treatment
4678,32597466,Treatment
4682,32565483,Treatment
4690,32424745,Treatment;Diagnosis
4692,32407411,Diagnosis;Treatment;Prevention
4695,32616524,Treatment;Diagnosis
4696,32406282,Mechanism;Treatment
4697,32383171,Transmission;Diagnosis;Treatment;Prevention
4698,32264666,Treatment
4701,32321732,Treatment
4702,32349053,Treatment
4705,32286766,Prevention;Treatment
4706,32775986,Diagnosis;Treatment
4707,32738843,Treatment;Diagnosis
4715,32660650,Treatment;Mechanism
4716,32613257,Treatment;Mechanism
4721,32696884,Treatment
4722,32361193,Treatment
4726,32344070,Treatment;Mechanism
4731,32740251,Prevention;Treatment
4744,32459567,Treatment
4746,32654006,Treatment
4747,32554535,Treatment;Mechanism
4749,32650671,Treatment
4752,32376581,Diagnosis;Treatment
4759,32729363,Treatment
4762,32421703,Treatment;Diagnosis
4767,32479787,Diagnosis;Treatment
4773,32768772,Treatment;Mechanism
4775,32718416,Prevention;Treatment
4778,32680882,Treatment;Mechanism
4779,32487877,Treatment;Mechanism
4782,32654557,Treatment;Mechanism
4784,32334502,Treatment;Mechanism
4785,32666588,Diagnosis;Mechanism;Treatment;Prevention
4789,32674791,Treatment;Mechanism
4798,32267950,Diagnosis;Treatment
4804,32591393,Treatment;Mechanism
4813,32704094,Treatment;Mechanism
4818,32578070,Treatment
4821,32421537,Diagnosis;Treatment
4826,32621809,Diagnosis;Treatment
4835,32619276,Treatment
4840,32424028,Treatment
4844,32222720,Prevention;Treatment;Diagnosis
4846,32353193,Treatment
4849,32707288,Treatment;Mechanism
4857,32663259,Treatment;Diagnosis
4861,32422062,Treatment
4862,32451112,Treatment
4871,32336586,Treatment
4873,32450197,Treatment;Diagnosis;Mechanism;Prevention
4874,32658591,Mechanism;Treatment
4875,32147496,Treatment
4879,32391670,Treatment
4881,32770341,Prevention;Treatment
4883,32376308,Diagnosis;Treatment
4887,32745629,Treatment
4894,32573419,Treatment;Diagnosis
4916,32208485,Mechanism;Treatment
4917,32369686,Treatment
4918,32505066,Treatment;Mechanism
4922,32583231,Mechanism;Treatment
4930,32719054,Mechanism;Treatment
4934,32495445,Treatment
4935,32087621,Treatment
4942,32686260,Treatment
4946,32417379,Mechanism;Treatment
4947,32503820,Diagnosis;Transmission;Treatment;Prevention
4949,32695326,Treatment;Diagnosis
4957,32723107,Treatment;Diagnosis
4962,32594562,Treatment
4963,32728975,Treatment;Prevention
4965,32333939,Treatment
4966,32643552,Treatment;Mechanism
4968,32671455,Treatment;Mechanism
4972,32335561,Treatment
4976,32769659,Treatment
4983,32366282,Diagnosis;Treatment
4985,32574339,Treatment
4987,32437821,Treatment
4995,32469225,Treatment;Mechanism
4998,32722757,Prevention;Treatment
4999,32744563,Treatment
5001,32187464,Treatment
5004,32743993,Diagnosis;Treatment
5010,32586399,Treatment
5011,32684816,Treatment;Mechanism
5012,32579024,Treatment
5027,32587367,Treatment;Mechanism
5032,32363045,Treatment;Diagnosis
5046,32724296,Treatment;Mechanism
5049,32470851,Treatment;Mechanism
5050,32748578,Treatment;Diagnosis
5051,32386125,Prevention;Treatment
5054,32540396,Treatment
5055,32755395,Treatment;Mechanism
5056,32119961,Treatment;Mechanism
5058,32619318,Treatment
5064,32680924,Treatment;Mechanism
5065,32505186,Diagnosis;Treatment
5072,32761523,Treatment;Mechanism
5074,32749701,Diagnosis;Treatment
5075,32376398,Treatment
5076,32160149,Mechanism;Treatment
5078,32733785,Treatment;Mechanism
5079,32493740,Treatment
5081,32551456,Treatment;Mechanism
5082,32661586,Treatment;Mechanism
5087,32327293,Treatment
5094,32217166,Treatment
5096,32304191,Diagnosis;Treatment
5103,32334645,Treatment
5107,32169481,Mechanism;Treatment
5108,32739993,Prevention;Treatment
5114,32551409,Diagnosis;Treatment
5119,32438240,Treatment
5121,32301155,Treatment
5125,32504925,Treatment;Mechanism
5138,32740062,Diagnosis;Treatment
5156,32735965,Treatment
5160,32301363,Treatment
5166,32388390,Treatment;Mechanism
5168,32385988,Treatment;Diagnosis
5169,32639219,Treatment
5170,32560091,Diagnosis;Prevention;Treatment
5173,32777263,Treatment
5175,32505821,Treatment;Mechanism
5176,32348046,Prevention;Treatment
5177,32363334,Treatment
5178,32655583,Treatment
5187,32770412,Treatment;Diagnosis
5191,32400049,Diagnosis;Treatment
5193,32361588,Treatment;Mechanism
5195,32341630,Diagnosis;Treatment;Prevention
5200,32639181,Treatment
5204,32676883,Treatment;Mechanism;Diagnosis
5211,32565900,Treatment;Diagnosis
5223,32304110,Treatment
5224,32495848,Treatment
5228,32757470,Treatment;Mechanism
5236,32766831,Treatment;Diagnosis
5237,32379639,Treatment
5240,32569607,Mechanism;Treatment;Diagnosis
5244,32687078,Treatment
5245,32483428,Treatment
5251,32653486,Diagnosis;Treatment
5260,32551880,Treatment;Mechanism
5261,32311324,Treatment
5263,32561401,Diagnosis;Treatment
5268,32605580,Treatment
5269,32208840,Treatment
5276,32323891,Treatment
5279,32715660,Treatment;Diagnosis
5282,32632851,Treatment;Prevention
5283,32226285,Mechanism;Diagnosis;Transmission;Treatment
5285,32277065,Mechanism;Treatment
5293,32108359,Treatment
5296,32566483,Treatment
5298,32722164,Treatment;Mechanism
5299,32180224,Treatment
5300,32619669,Treatment;Mechanism
5303,32427613,Treatment
5312,32393985,Mechanism;Treatment
5313,32446795,Treatment;Diagnosis
5316,32560707,Treatment;Diagnosis
5318,32242749,Treatment;Mechanism
5319,32661006,Treatment
5320,32360400,Treatment;Mechanism
5321,32366025,Mechanism;Treatment
5323,32645326,Treatment;Mechanism
5326,32584416,Treatment;Mechanism
5334,32653550,Treatment
5341,32773102,Treatment;Mechanism
5342,32054787,Treatment
5352,32713131,Diagnosis;Treatment
5358,32613637,Treatment
5369,32634459,Treatment;Diagnosis
5374,32720649,Treatment;Diagnosis
5375,32559771,Treatment
5378,32495027,Mechanism;Diagnosis;Treatment
5379,32485061,Treatment
5381,32361100,Treatment;Mechanism
5383,32719045,Treatment;Diagnosis
5384,32449128,Treatment;Diagnosis
5387,32410206,Treatment;Diagnosis
5389,32671407,Treatment
5405,32654966,Diagnosis;Treatment
5406,32544429,Treatment;Mechanism
5410,32699972,Treatment;Mechanism;Diagnosis
5414,32219367,Treatment
5415,32267771,Treatment
5422,32623470,Treatment;Diagnosis
5427,32684497,Treatment;Mechanism
5431,32435920,Treatment
5433,32622501,Diagnosis;Treatment
5438,32631083,Treatment
5439,32595353,Treatment;Mechanism
5440,32240549,Treatment
5441,32317315,Treatment
5450,32772892,Treatment;Mechanism
5451,32329044,Diagnosis;Treatment;Mechanism
5454,32666357,Treatment
5455,32427429,Treatment;Mechanism
5459,32574234,Treatment
5464,32431287,Prevention;Treatment
5472,32454092,Mechanism;Treatment
5475,32614086,Treatment;Mechanism
5480,32666875,Treatment
5482,32289321,Treatment;Mechanism
5483,32240545,Treatment
5486,32115733,Treatment;Transmission
5492,32388976,Treatment
5497,32579301,Treatment
5499,32341581,Treatment
5503,32407467,Treatment;Mechanism
5505,32538717,Treatment
5511,32744901,Treatment
5516,32166483,Treatment
5520,32500854,Diagnosis;Treatment
5524,32316118,Mechanism;Treatment
5527,32406143,Treatment;Mechanism
5533,32542212,Treatment
5542,32677812,Prevention;Treatment
5544,32420608,Diagnosis;Treatment
5546,32340095,Diagnosis;Treatment
5547,32425691,Treatment
5548,32624431,Diagnosis;Treatment
5549,32207377,Treatment
5551,32606050,Treatment
5552,32685234,Treatment
5553,32609906,Treatment;Diagnosis
5558,32376583,Treatment;Diagnosis
5564,32773476,Diagnosis;Treatment
5569,32535547,Prevention;Treatment
5572,32759839,Treatment;Mechanism
5579,32745524,Treatment
5590,32742564,Treatment;Mechanism
5599,32740858,Treatment
5600,32551652,Treatment;Mechanism
5603,32761993,Diagnosis;Treatment
5605,32703328,Treatment;Mechanism
5610,32764148,Treatment;Mechanism
5611,32445279,Diagnosis;Treatment
5616,32599018,Treatment;Prevention
5618,32340044,Treatment;Mechanism
5627,32220275,Transmission;Prevention;Treatment
5638,32743639,Mechanism;Treatment
5643,32339662,Diagnosis;Treatment;Prevention
5645,32558640,Treatment
5646,32651555,Diagnosis;Treatment;Prevention
5647,32241801,Treatment
5648,32574299,Prevention;Treatment;Transmission
5649,32708112,Treatment;Diagnosis;Mechanism
5654,32595361,Diagnosis;Transmission;Treatment
5665,32719819,Mechanism;Transmission;Treatment
5668,32643980,Diagnosis;Treatment
5670,32478897,Mechanism;Treatment
5674,32329629,Treatment;Mechanism
5678,32649962,Treatment;Mechanism
5679,32351121,Treatment;Mechanism
5680,32405231,Treatment
5683,32717321,Treatment;Mechanism
5684,32761219,Treatment
5693,32440918,Diagnosis;Treatment
5701,32695322,Diagnosis;Treatment
5703,32686993,Treatment;Mechanism
5705,32246913,Treatment
5709,32547694,Mechanism;Treatment
5711,32559285,Treatment;Mechanism
5713,32633332,Treatment
5714,32604413,Treatment;Diagnosis
5721,32584421,Treatment;Mechanism
5724,32632085,Treatment;Mechanism
5725,32632558,Treatment;Mechanism
5730,32563550,Treatment
5734,32603484,Treatment;Diagnosis
5735,32485391,Treatment
5736,32673995,Treatment;Diagnosis
5737,32339215,Treatment;Mechanism
5745,32620174,Treatment
5758,32757969,Diagnosis;Treatment
5771,32731280,Treatment;Mechanism
5773,32753413,Treatment
5781,32391184,Mechanism;Treatment
5788,32769686,Treatment;Diagnosis
5790,32534944,Mechanism;Treatment
5792,32283234,Treatment
5799,32684122,Treatment;Diagnosis
5804,32690628,Treatment;Mechanism
5805,32504532,Treatment;Diagnosis
5806,32752270,Treatment;Mechanism
5808,32646885,Treatment;Diagnosis
5810,32725927,Treatment;Mechanism
5814,32755302,Treatment;Mechanism
5819,32654059,Treatment;Prevention
5821,32375850,Treatment
5846,32411496,Prevention;Treatment
5854,32672061,Treatment;Mechanism
5856,32504106,Treatment
5879,32178774,Treatment
5891,32479759,Treatment
5895,32707230,Treatment;Mechanism
5896,32663485,Diagnosis;Treatment
5897,32577846,Diagnosis;Treatment
5898,32542785,Treatment
5901,32685190,Treatment;Prevention
5908,32395001,Treatment
5913,32747425,Treatment;Mechanism
5916,32117569,Treatment
5918,32364441,Treatment;Mechanism
5926,32562480,Treatment
5931,32747398,Treatment;Diagnosis
5932,32448039,Treatment;Mechanism
5937,32348554,Treatment
5941,32380908,Treatment
5943,32621304,Treatment;Mechanism
5947,32617527,Treatment;Mechanism
5951,32571563,Prevention;Treatment
5964,32719218,Treatment
5965,32281055,Treatment;Mechanism
5969,32614258,Treatment;Diagnosis
5971,32561465,Treatment;Mechanism
5972,32696007,Treatment;Diagnosis
5992,32706411,Treatment;Diagnosis;Mechanism
5994,32725884,Diagnosis;Treatment
5997,32649864,Mechanism;Treatment
6001,32475183,Treatment
6004,32748252,Diagnosis;Treatment
6010,32282986,Diagnosis;Treatment
6012,32668167,Diagnosis;Treatment
6014,32447996,Treatment
6015,32770797,Diagnosis;Treatment
6018,32473596,Treatment
6027,32499129,Mechanism;Treatment
6032,32645994,Treatment
6036,32735892,Treatment;Mechanism
6038,32675661,Treatment;Diagnosis
